sessao_id,data,sessao,autor,comentario,fala,link
10249,2021-09-23,58, Presidente,Omar Aziz. PSD - AM. Fala da Presidência.,"– Havendo número regimental, declaro aberta a 57ª Reunião da Comissão Parlamentar de Inquérito criada pelos Requerimentos n°s 371 e 372, de 2021, para apurar as ações e omissões do Governo Federal no enfrentamento da pandemia da covid-19, bem como outras ações ou omissões cometidas por administradores públicos federais, estaduais e municipais no trato da coisa pública durante a vigência da calamidade originada pela pandemia do coronavírus.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Omar Aziz. PSD - AM. Fala da Presidência.,"A presente reunião destina-se ao depoimento do Sr. Danilo Trento, em atendimento aos Requerimentos n°s 985, de 2021, de autoria do Senador Randolfe Rodrigues, e 1.117, de 2021, de autoria do Senador Renan Calheiros.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,Solicito que o depoente seja conduzido à mesa.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,Há um requerimento aqui de autoria do Senador Alessandro Vieira.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,Em discussão.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,Em votação.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,Os que o aprovam permaneçam como se encontram.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,"Aprovado o requerimento de informação para a gente saber realmente por quê... Senador Renan, volto a insistir na mesma tecla da operação do dia 27 de outubro, que detecta a participação do Sr. Roberto Dias em outubro; setembro. Um mês depois, tentaram demiti-lo.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Renan Calheiros,Bloco Parlamentar Unidos pelo Brasil/MDB - AL,– Perfeito.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Omar Aziz. PSD - AM,"– Baseado nisso, mas não foi demitido, correto?",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Omar Aziz. PSD - AM,"",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Renan Calheiros,Bloco Parlamentar Unidos pelo Brasil/MDB - AL,– Perfeito.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Omar Aziz. PSD - AM,"– Isso é de conhecimento; então, com certeza vai colocar mais adendo ao seu...",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Renan Calheiros,Bloco Parlamentar Unidos pelo Brasil/MDB - AL,"– Sem dúvida, Presidente, pode ficar absolutamente tranquilo.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Omar Aziz. PSD - AM,"– Requerimento de convocação de Bruna Morato, advogada da Prevent Senior, de autoria do Senador Humberto Costa.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,Em discussão.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,Em votação.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,Está aprovado o requerimento.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,"A Sra. Bruna estará conosco aqui na próxima terça-feira, às 10h da manhã, para falar como advogada dos médicos da Prevent Senior.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Presidente,Pausa.,"Ela se dispôs a vir à CPI. Será um depoimento, com certeza absoluta, o da Dra. Bruna, esclarecedor para todos nós – esclarecedor! Até porque o que ficou muito claro ontem no depoimento do diretor da Prevent Senior é que ele transfere todas as responsabilidades à autonomia médica. Em momento algum ele disse que a direção era responsável por isso.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
10249,2021-09-23,58, Renan Calheiros,Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Pela ordem.,"– Presidente, eu queria fazer um apelo, rapidamente, a V. Exa.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10249
