sessao_id,data,sessao,autor,comentario,fala,link
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM. Fala da Presidência.,"– Srs. Senadores, Sras Senadoras, havendo número regimental, declaro aberta a 43ª Reunião da Comissão Parlamentar de Inquérito criada pelos Requerimentos 1.371 e 1.372, de 2021, para apurar as ações e omissões do Governo Federal no enfrentamento da pandemia da covid-19, bem como outras ações e omissões cometidas por administradores públicos federais, estaduais e municipais no trato com a coisa pública durante a vigência da calamidade originada pela pandemia do coronavírus.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM. Fala da Presidência.,"Esta reunião destina-se a ouvir o Deputado Ricardo Barros, em atendimento ao requerimento de autoria do Senador Alessandro Vieira.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM. Fala da Presidência.,"Sr. Deputado, V. Sa. promete, sob a palavra de honra, nos termos do art. 203 do Código de Processo Penal, dizer a verdade em tudo que souber e lhe for perguntado?",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM. Fala da Presidência.,"",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Ricardo Barros,Bloco/PP - PR. Para depor.,"– Com certeza, Sr. Presidente.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,"– A partir deste momento, V.Sa. está sujeito ao compromisso de dizer a verdade.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Randolfe Rodrigues,PDT/CIDADANIA/REDE/REDE - AP,"– Sr. Presidente, pela ordem.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,– Só um minutinho.,https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,"Eu recebi há pouco no meu gabinete a Presidente e a Vice-Presidente da Associação Nacional das Defensoras e Defensores Públicos, a Sra. Rivana Ricarte e a Dra. Rita Lima. Elas ressaltaram a importância do trabalho da CPI e vieram reafirmar o compromisso da Defensoria Pública dos Estados e do Distrito Federal na defesa do direito à saúde da população brasileira vulnerável. Informaram que os defensores dos Estados e do Distrito Federal já iniciaram um debate sobre as medidas a serem adotadas em razão das irresponsabilidades para com os consumidores brasileiros vitimados pela indicação indevida de medicamentos ineficazes para o tratamento da covid-19. A associação se comprometeu a mobilizar suas comissões de defesa da saúde e do consumidor para traçar estratégias de defesa das pessoas vulneráveis atingidas por esta política irresponsável no tratamento da covid-19.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,"Eu fico muito feliz que um órgão tão importante como as defensorias públicas brasileiras, que estão nos Estados e no Distrito Federal, possa nos ajudar, principalmente em relação ao depoimento deprimente de uma indústria farmacêutica que produziu Ivermectina, que teve um aumento de 200 milhões de faturamento para 530 de faturamento, em um ano, baseado numa ineficácia de um medicamento que foi propagado irresponsavelmente por muitas pessoas.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,"As defensorias públicas fazem o seu papel neste momento, contribuindo para aqueles brasileiros vulneráveis que, muitas vezes, sem conhecimento, adotaram a prática de comprar esse remédio, tomar esse remédio e, mesmo assim, foram a óbito, e hoje essas famílias sentem a perda desses familiares, muitas vezes por irresponsabilidade disso.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,"Nesse sentido, eu fico muito grato, porque a Associação Nacional das Defensoras e Defensores Públicos pode contribuir com a CPI.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,"Pela ordem, Senador Randolfe Rodrigues.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Randolfe Rodrigues,PDT/CIDADANIA/REDE/REDE - AP. Pela ordem.,"– Obrigado, Sr. Presidente, Sr. Relator.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Randolfe Rodrigues,PDT/CIDADANIA/REDE/REDE - AP. Pela ordem.,"Sr. Presidente, o senhor depoente do dia de hoje, Deputado Ricardo Barros, notificou este membro da Comissão Parlamentar de Inquérito, extrajudicialmente, nos seguintes termos – me permita aqui declinar –, sobre reportagem realizada esta semana pelo programa jornalístico da TV Globo Profissão Repórter. Teria este depoente, e este depoente assim o fez, neste programa jornalístico, dito o seguinte: ""O modus operandis é literalmente igual, integralmente igual. No passado era Global, agora é Precisa. Os sócios da Global são hoje também os sócios da Precisa.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Randolfe Rodrigues,PDT/CIDADANIA/REDE/REDE - AP. Pela ordem.,"O resultado é o mesmo. No passado não teve medicamentos para pessoas com doenças raras; hoje faltou ter vacina no tempo certo para salvar os brasileiros da covid.""",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Randolfe Rodrigues,PDT/CIDADANIA/REDE/REDE - AP. Pela ordem.,"O Senhor Presidente da República mais do que sabe, sabe dos personagens, e é o Senhor Presidente da República que diz para o Deputado Luis Miranda o seguinte: ""Quem está envolvido nesse rolo aqui? É esse daqui – e aponta para a foto do Deputado Ricardo Barros, seu Líder do Governo na Câmara dos Deputados. De lá para cá, o Presidente não tomou nenhuma providência, e Ricardo Barros segue como Líder do Governo na Câmara, intocável como Líder do Governo na Câmara."" Essa é a minha fala no programa Profissão Repórter.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Randolfe Rodrigues,PDT/CIDADANIA/REDE/REDE - AP. Pela ordem.,"Pede o senhor depoente no dia de hoje que nós nos retratemos dessa fala nos seguintes termos: ""Notifica-se o Senador Randolfe Frederico Rodrigues Alves para que, ainda nesta data, proceda a retratação quanto aos fatos falsamente veiculados por meio da divulgação da seguinte nota de esclarecimento."" Pede o senhor depoente que eu faça uma nota de esclarecimento me retratando do que foi declarado no programa Profissão Repórter.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Randolfe Rodrigues,PDT/CIDADANIA/REDE/REDE - AP. Pela ordem.,"Sr. Presidente, adicionalmente, só aqui acrescentar que, em depoimento a esta Comissão Parlamentar de Inquérito, o Deputado Luis Miranda relatou – notas taquigráficas desta Comissão –: ""É mais um rolo desse..."" E falou o nome da pessoa. Segundo o Deputado Luis Miranda, a pessoa é o depoente do dia de hoje, o Deputado Ricardo Barros. Mais adiante, o senhor depoente Luis Miranda, naquele dia, chegou a dizer o seguinte: ""Olha, isso é coisa de um Deputado, ou daquele Deputado.""",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Randolfe Rodrigues,PDT/CIDADANIA/REDE/REDE - AP. Pela ordem.,"Sr. Presidente, diante disso e do que foi dito a esta Comissão Parlamentar de Inquérito, eu quero acreditar que tanto o senhor depoente quanto a douta banca de advogados que o assessora, que o acompanha, deve ter conhecimento das prerrogativas desta Comissão Parlamentar de Inquérito, deve ter conhecimento total do art. 53 da Constituição da República sobre a garantia constitucional de imunidade por opinião, palavras e votos, imunidade esta garantida, inclusive, aos membros deste Parlamento para que não possam sofrer, em nenhum momento, da parte de qualquer um dos poderosos deste País, qualquer tipo de intimidação. Dito isso, eu acredito que essa notificação não deva ter se prestado a nenhum papel de desconhecimento, porque acredito que uma banca de advogados tão capacitada, obviamente, orientaria o senhor depoente do dia de hoje. Portanto, quero acreditar que se assemelha mais a uma tentativa, fracassada, de intimidação desta Comissão Parlamentar de Inquérito.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Randolfe Rodrigues,PDT/CIDADANIA/REDE/REDE - AP. Pela ordem.,"Diante disso, Sr. Presidente, quero informar ao senhor depoente, olhando para ele, olhando nos olhos, que reafirmo tudo dito no programa Profissão Repórter. Aliás, o dito lá ainda está incompleto, será completado aqui, na minha inquirição a este depoente.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,"– Eu vou... Até hoje, a CPI... Vamos deixar claro aqui, as acusações feitas contra o Deputado Ricardo Barros foram feitas pelo Deputado Luis Miranda, não desmentidas pelo Presidente da República. A presença do Deputado aqui, baseado... O Presidente poderia ter evitado esse constrangimento para o seu Líder se tivesse desmentido o Deputado Luis Miranda. Não desmentiu. Por isso, a presença do Deputado Ricardo Barros aqui; por isso é que ele foi convocado.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,"Eu troquei a convocação por convite e expliquei à CPI por que nós trocamos. Porque é uma praxe nossa, fizemos isso com o Deputado Osmar Terra, fizemos isso com o Deputado Luis Miranda. É uma praxe, não muda absolutamente nada. O depoente já fez o seu juramento da mesma forma, como os outros convocados ou convidados o fizeram, prometeu e se comprometeu a falar a verdade. Então, não houve nenhum tipo...",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
10139,2021-08-12,43, Presidente,Omar Aziz. PSD - AM,"O Senador Randolfe não tirou essas palavras dele, tirou essas palavras do depoente que esteve aqui. Vamos deixar claro isso. Então, a ação movida contra o Senador Randolfe não cabe. Cabe mover uma ação contra o Deputado Luis Miranda e pedir ao Presidente Bolsonaro que desminta o Deputado Luis Miranda, coisa que não fez até hoje.",https://www25.senado.leg.br/web/atividade/notas-taquigraficas/-/notas/r/10139
